id,verification_status,owner_id,created_by,customer_id,property_type,property_category,district_id,municipal_id,province_id,city,seeking_address,property_face,build_date,layout,property_area,area_unit,parking_space,car_parking,bike_parking,compound,road_size,road_type,minimum_budget,minimum_budget_unit,maximum_budget,maximum_budget_unit,delete,status,agreement_image,created_at,updated_at,property_remarks,address_remarks,ward_num,map_url,amenities,share_map_url,verification_note
116,pending,3,3,481,LAND,,38,,,,Ranipauwa/Fulbari/Bhadrakali,,,,20/40,HAAT,,,,,12,,1,CRORE,1,CRORE,1,ACTIVE,,2024-09-01T12:42:45.000Z,2024-09-01T12:42:45.000Z,,,,,,,
117,pending,3,3,480,LAND,,,,,,lekhnath,,,,20/40,HAAT,,,,,,,70,LAKHS,75,LAKHS,1,ACTIVE,,2024-09-01T12:43:29.000Z,2024-09-01T12:43:29.000Z,,,,,,,
118,pending,3,3,479,LAND,RESIDENTIAL,38,,,,pokhara,,,,20/40,HAAT,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-09-01T12:44:35.000Z,2024-09-01T12:44:35.000Z,,,,,,,
119,pending,3,3,447,LAND,,,,,,chauthe Khasibajar,,,,5,AANA,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-09-01T12:45:57.000Z,2024-09-01T12:45:57.000Z,,,,,,,
120,pending,3,3,421,LAND,,,,,,hemja,,,,20/40,HAAT,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2024-09-01T13:20:21.000Z,2024-09-01T13:20:21.000Z,,,,,,,
121,pending,3,3,143,HOUSE,,,,,,Aadherikuna,,,1R,20/40,HAAT,NO,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-09-02T12:29:07.000Z,2024-09-02T12:29:07.000Z,,,,,,,
122,pending,3,3,494,HOUSE,,,,,,Aadherikuna,,,1R,20/40,HAAT,YES,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-09-02T12:29:41.000Z,2024-09-02T12:29:41.000Z,,,,,,,
123,pending,3,3,527,HOUSE,COMMERCIAL,38,,,,Zero/Srijanachowk/Siddharthachowk/Prithivichowk,,,1R,5,AANA,YES,,,,,,4,CRORE,8,CRORE,1,ACTIVE,,2024-09-09T13:12:06.000Z,2024-09-09T13:12:06.000Z,,,,,,,
124,pending,3,3,528,HOUSE,,38,,,,birauta,,,1R,4,AANA,NO,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-09-09T13:13:55.000Z,2024-09-09T13:13:55.000Z,,,,,,,
125,pending,3,3,532,HOUSE,,,,,,himalayan eye Hospital,,,1R,4,AANA,YES,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-09-09T13:56:08.000Z,2024-09-09T13:56:08.000Z,,,,,,,
126,pending,3,3,533,LAND,COMMERCIAL,38,,,,Rastrabank Chowk,,,,5,AANA,,,,,,,7,CRORE,10,CRORE,1,ACTIVE,,2024-09-11T08:31:02.000Z,2024-09-11T08:31:02.000Z,,,,,,,
127,pending,3,3,538,HOUSE,,,,,,pokhara,,,WHOLE_HOUSE,4,AANA,YES,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-09-11T09:12:30.000Z,2024-09-11T09:12:30.000Z,,,,,,,
128,pending,3,3,544,HOUSE,,38,,,,Parsyang /Masbar/Malepatan,,,1R,4,AANA,YES,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-09-11T13:13:47.000Z,2024-09-11T13:13:47.000Z,,,,,,,
129,pending,3,3,551,HOUSE,,,,,,Rambajar/Nayagau,,,1R,20/40,HAAT,YES,,,,,,2,CRORE,2.8,CRORE,1,ACTIVE,,2024-09-13T10:13:03.000Z,2024-09-13T10:13:03.000Z,,,,,,,
130,pending,3,3,550,HOUSE,,,,,,Birauta/Rastrabank/Ratnachowk/Damside,,,1R,25/60,HAAT,YES,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2024-09-13T10:16:02.000Z,2024-09-13T10:16:02.000Z,,,,,,,
131,pending,3,3,549,HOUSE,,,,,,Ratnachowk/birauta,,,1R,20/40,HAAT,YES,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-09-13T10:17:08.000Z,2024-09-13T10:17:08.000Z,,,,,,,
132,pending,3,3,549,HOUSE,COMMERCIAL,,,,,Mustangchowk/Naghdhunga/Ratnachowk,,,1R,21/40,HAAT,YES,,,,,,4,CRORE,5,CRORE,1,ACTIVE,,2024-09-13T10:18:07.000Z,2024-09-13T10:18:07.000Z,,,,,,,
133,pending,3,3,548,HOUSE,COMMERCIAL,,,,,Srijana Chowk,,,1R,6,AANA,YES,,,,,,8,CRORE,12,CRORE,1,ACTIVE,,2024-09-13T10:19:09.000Z,2024-09-13T10:19:09.000Z,,,,,,,
134,pending,3,3,547,HOUSE,,,,,,Bajhapatan,,,1R,20/40,HAAT,YES,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2024-09-13T10:21:03.000Z,2024-09-13T10:21:03.000Z,,,,,,,
135,pending,3,3,556,HOUSE,RESIDENTIAL,28,,,,Kathmandu around grande hospital,,,WHOLE_HOUSE,4,AANA,YES,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2024-09-13T13:18:53.000Z,2024-09-13T13:18:53.000Z,,,,,,,
136,pending,3,3,556,HOUSE,RESIDENTIAL,,,,,kathmandu Samakoshi/Gongabu/Basundhara/Kalanki/Chabahil,,,1R,4,AANA,YES,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2024-09-13T13:20:18.000Z,2024-09-13T13:20:18.000Z,,,,,,,
137,pending,3,3,557,HOUSE,,,,,,Srijanachowk/Ratnachowk,,,1R,5,AANA,YES,,,,,,7,CRORE,9,CRORE,1,ACTIVE,,2024-09-13T13:23:43.000Z,2024-09-13T13:23:43.000Z,,,,,,,
138,pending,3,3,558,LAND,,,,,,Biraut/a Chhorepatan/Chauthe,,,,4,AANA,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2024-09-13T13:40:09.000Z,2024-09-13T13:40:09.000Z,,,,,,,
139,pending,3,3,559,LAND,,,,,,Pokhara Main Road,,,,5,AANA,,,,,,,3,CRORE,5,CRORE,1,ACTIVE,,2024-09-13T13:41:39.000Z,2024-09-13T13:41:39.000Z,,,,,,,
140,pending,3,3,567,LAND,,38,,4,Pokhara,Zero/Miyapatan/Birauta,,,,18/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-09-15T12:40:37.000Z,2024-09-15T12:40:37.000Z,,,,,,,
141,pending,3,3,566,LAND,,38,,4,Pokhara,Chindada/khaltemasina/Nayagau/Lamachaur/chhorepatan,,,,20/40,HAAT,,,,,,,45,LAKHS,50,LAKHS,1,ACTIVE,,2024-09-15T12:41:46.000Z,2024-09-15T12:41:46.000Z,,,,,,,
142,pending,3,3,568,HOUSE,,38,,4,Pokhara,Chauthe/Nayagau/Parsyang,,2072,1R,20/40,HAAT,YES,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2024-09-15T12:44:19.000Z,2024-09-15T12:44:19.000Z,,,,,,,
143,pending,3,3,569,LAND,COMMERCIAL,38,,4,Pokhara,All over nepal,,,,30,ROPANI,,,,,,,60,CRORE,100,CRORE,1,ACTIVE,,2024-09-15T13:50:14.000Z,2024-09-15T13:50:14.000Z,,,,,,,
144,pending,3,3,570,LAND,RESIDENTIAL,38,,4,Pokhara,Budibajar/Lekhnath/Sishuwa/Talchowk,,,,20/40,HAAT,,,,,,,40,LAKHS,50,LAKHS,1,ACTIVE,,2024-09-16T13:01:24.000Z,2024-09-16T13:01:24.000Z,,,,,,,
145,pending,3,3,571,LAND,,38,,4,Pokhara,Budibajar/Bijayapur/Rithepani,,,,4,AANA,,,,,,,20,LAKHS,25,LAKHS,1,ACTIVE,,2024-09-16T14:03:55.000Z,2024-09-16T14:03:55.000Z,,,,,,,
146,pending,3,3,573,LAND,RESIDENTIAL,38,,4,Pokhara,Chauthe/Kudhahar/Baseline/Laliguras,,,,20/40,HAAT,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-09-17T13:31:36.000Z,2024-09-17T13:31:36.000Z,,,,,,,
147,pending,3,3,592,HOUSE,SEMI_COMMERCIAL,38,,4,Pokhara,fulbari/CTEVT/Ranipauwa/Birauta/Bajhapatan,,,1R,4,AANA,YES,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-09-20T10:19:05.000Z,2024-09-20T10:19:05.000Z,,,,,,,
148,pending,3,3,593,HOUSE,,38,,4,Pokhara,pokhara,,,1R,20/40,HAAT,YES,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-09-20T10:21:27.000Z,2024-09-20T10:21:27.000Z,,,,,,,
149,pending,3,3,631,HOUSE,,38,,4,pokhara,Ranipauwa/Fulbari,,,1R,20/40,HAAT,NO,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-09-24T12:26:32.000Z,2024-09-24T12:26:32.000Z,,,,,,,
150,pending,3,3,633,LAND,,38,,4,pokhara,Milantole/Laliguras/Ranipauwa/,,,,20/60,HAAT,YES,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-09-24T12:32:39.000Z,2024-10-02T13:08:17.000Z,,,,,,,
151,pending,3,3,632,LAND,,38,,4,pokhara,fulbari /Sitaldevi,,,,18/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-09-24T12:33:38.000Z,2024-09-24T12:33:38.000Z,,,,,,,
152,pending,3,3,634,HOUSE,,38,,4,pokhara,Birauta/Fulbari/Chapapani,,,1R,20/40,HAAT,YES,,,,,,150,LAKHS,180,LAKHS,1,ACTIVE,,2024-09-24T12:38:17.000Z,2024-09-24T12:38:17.000Z,,,,,,,
153,pending,3,3,635,HOUSE,,38,,4,pokhara,fulbari,,,1R,20/40,HAAT,NO,,,,,,1,CRORE,2.5,CRORE,1,ACTIVE,,2024-09-24T12:39:55.000Z,2024-09-24T12:39:55.000Z,,,,,,,
154,pending,3,3,385,HOUSE,RESIDENTIAL,38,,4,pokhara,Fulbari /ranipauwa/Bajhapatan,,,1R,18/40,HAAT,YES,,,,,,1,CRORE,150,CRORE,1,ACTIVE,,2024-09-25T12:47:35.000Z,2024-09-25T12:47:35.000Z,,,,,,,
155,pending,3,3,651,HOUSE,,38,,4,pokhara,Malepatan/ parsyang/Masbar/Chauthe,,,1R,18/40,HAAT,YES,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-09-26T12:14:42.000Z,2024-09-26T12:14:42.000Z,,,,,,,
156,pending,3,3,646,LAND,,38,,4,pokhara,pokhara,,,,20/40,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-09-26T13:08:32.000Z,2024-09-26T13:08:32.000Z,,,,,,,
158,pending,3,3,663,LAND,,38,,4,pokhara,Amarsingh Bhadrakali Talchowk/Chauthe/Hospital chowk,,,,21/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-09-26T13:27:09.000Z,2024-09-26T13:27:09.000Z,,,,,,,
159,pending,3,3,662,LAND,,38,,4,pokhara,Chauthe/birauta,,,,21/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-09-26T13:27:55.000Z,2024-09-26T13:27:55.000Z,,,,,,,
160,pending,3,3,661,LAND,,38,,4,pokhara,Lekhnath/Bijayapur/Chauthe/Budibajar,,,,21/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-09-26T13:28:55.000Z,2024-09-26T13:28:55.000Z,,,,,,,
161,pending,3,3,667,LAND,RESIDENTIAL,38,,4,pokhara,Lekhnath/Sishuwa/Bijayapur/Arghauchowk,,,,28/40,HAAT,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2024-09-27T09:09:12.000Z,2024-09-27T09:09:12.000Z,,,,,,,
162,pending,3,3,659,LAND,,38,,4,pokhara,Ranipauwa/Fulbari,,,,20/60,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-09-27T09:11:38.000Z,2024-09-27T09:11:38.000Z,,,,,,,
163,pending,3,3,658,LAND,,38,,4,pokhara,khaltemasina,,,,20/40,HAAT,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2024-09-27T09:12:29.000Z,2024-09-27T09:12:29.000Z,,,,,,,
164,pending,3,3,657,LAND,,38,224,4,pokhara,Fulbari/Ranipauwa,,,,20/40,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-09-27T09:13:11.000Z,2025-03-26T09:18:42.000Z,,,11,,,,
165,pending,3,3,125,LAND,,38,,4,pokhara,Milantole/Laliguras/Ranipauwa,,,,20/40,HAAT,,,,,,,0,LAKHS,0,LAKHS,1,ACTIVE,,2024-09-27T09:14:49.000Z,2024-09-27T09:14:49.000Z,,,,,,,
166,pending,3,3,586,LAND,RESIDENTIAL,38,,4,pokhara,pokhara,,,,20/40,HAAT,,,,,,,30,LAKHS,35,LAKHS,1,ACTIVE,,2024-09-29T12:58:05.000Z,2024-09-29T12:58:05.000Z,,,,,,,
167,pending,3,3,681,LAND,,38,,4,pokhara,chauthe,,,,20/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-09-29T13:02:37.000Z,2024-09-29T13:02:37.000Z,,,,,,,
168,pending,3,3,680,LAND,,38,,4,Pokhara,chauthe,,,,20/50,HAAT,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-09-29T13:03:41.000Z,2024-09-29T13:03:41.000Z,,,,,,,
169,pending,3,3,679,LAND,,38,,4,pokhara,chauthe,,,,20/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-09-29T13:04:43.000Z,2024-09-29T13:04:43.000Z,,,,,,,
170,pending,3,3,586,LAND,,38,,4,pokhara,pokhara,,,,18/40,HAAT,,,,,,,30,LAKHS,35,LAKHS,1,ACTIVE,,2024-09-29T13:05:31.000Z,2024-09-29T13:05:31.000Z,,,,,,,
171,pending,3,3,507,LAND,,38,,4,pokhara,Chauthe/Ranipauwa/Parsyang,,,,6,ROPANI,,,,,,,16,CRORE,18,CRORE,1,ACTIVE,,2024-10-01T13:19:53.000Z,2024-10-01T13:19:53.000Z,,,,,,,
172,pending,3,3,687,LAND,,38,,4,pokhara,Chauthe/Budibajar,,,,18/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-10-01T13:24:25.000Z,2024-10-01T13:24:25.000Z,,,,,,,
173,pending,3,3,37,LAND,,38,,4,pokhara,Kaukhola/Mahendracave,,,,18/40,HAAT,,,,,,,30,LAKHS,50,LAKHS,1,ACTIVE,,2024-10-01T13:25:25.000Z,2024-10-01T13:25:25.000Z,,,,,,,
174,pending,3,3,685,LAND,,38,,4,pokhara,Fulbari /ranipauwa,,,,20/40,HAAT,,,,,,,1.5,CRORE,1.8,CRORE,1,COMPLETE,,2024-10-01T13:26:21.000Z,2025-01-16T10:26:13.000Z,,,,,,,
175,pending,3,3,690,HOUSE,,38,,4,Lekhnath,Rambajar/Budibajar/Arghauchowk,,,1R,18/40,HAAT,YES,,,,,,1.35,CRORE,1.4,CRORE,1,ACTIVE,,2024-10-01T13:34:14.000Z,2024-10-01T13:34:14.000Z,,,,,,,
176,pending,3,3,98,HOUSE,,38,,4,pokhara,chauthe,,,1R,20/40,HAAT,YES,,,,,,2,CRORE,2.3,CRORE,1,ACTIVE,,2024-10-01T13:34:58.000Z,2024-10-01T13:34:58.000Z,,,,,,,
177,pending,3,3,689,HOUSE,,38,,4,pokhara,Chauthe/Khasibajar/Bp marga /Kailash tole,,,1R,20/40,HAAT,YES,,,,,,2,CRORE,2.3,CRORE,1,ACTIVE,,2024-10-02T10:17:23.000Z,2024-10-02T10:17:23.000Z,,,,,,,
178,pending,3,3,695,LAND,,38,,4,pokhara,Pokhara/Lekhnath,,,,20/40,HAAT,,,,,,,30,LAKHS,35,LAKHS,1,ACTIVE,,2024-10-02T13:09:47.000Z,2024-10-02T13:09:47.000Z,,,,,,,
179,pending,3,3,694,LAND,,38,,4,pokhara,Chauthe/Fulbari,,,,20/40,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2024-10-02T13:10:41.000Z,2024-10-02T13:10:41.000Z,,,,,,,
180,pending,3,3,699,LAND,,38,,4,Pokhara,Bhadrakali/Matepani/Sitaladevi,,,,20/40,HAAT,,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2024-10-04T12:45:52.000Z,2024-10-04T12:45:52.000Z,,,,,,,
181,pending,3,3,698,LAND,,38,,4,Pokhara,Lekhnath/Pokhara,,,,18/40,HAAT,,,,,,,35,LAKHS,40,LAKHS,0,ACTIVE,,2024-10-04T12:46:52.000Z,2025-04-09T11:18:42.000Z,,,,,,,
182,pending,3,3,697,LAND,,38,,4,pokhara,lekhnath,,,,20/40,HAAT,,,,,,,60,LAKHS,70,LAKHS,0,ACTIVE,,2024-10-04T12:47:34.000Z,2025-04-10T08:41:13.000Z,,,,,,,
183,pending,3,3,713,LAND,,38,,4,Pokhara,Budibajar/Arghauchowk/Chauthe,,,,18/40,HAAT,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-10-06T13:09:16.000Z,2024-10-06T13:09:16.000Z,,,,,,,
184,pending,3,3,713,LAND,,38,,4,Pokhara,Budibajar/Arghauchowk/Chauthe,,,,18/40,HAAT,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2024-10-06T13:09:16.000Z,2024-10-06T13:09:16.000Z,,,,,,,
185,pending,3,3,712,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Matepani/Fulbari,,,,20/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-10-06T13:11:31.000Z,2025-07-24T07:25:12.000Z,,,11,,60 lakh cash 60 lakh land,,
186,pending,3,3,711,LAND,,38,,4,Pokhara,Bhadrakali/Fulbari,,,,16/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-10-06T13:14:41.000Z,2024-10-06T13:14:41.000Z,,,,,,,
187,pending,3,3,721,LAND,RESIDENTIAL,38,,4,Pokhara,Mahatgauda/Fulbari/Pokhara valley,,,,8,AANA,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-10-07T11:39:45.000Z,2024-10-07T11:39:45.000Z,Lekhnath/Bagmara/Hemja Bhayena,,,,,,
189,pending,3,3,720,LAND,,38,224,4,Pokhara,Chauthe/Amarsingh/Birauta,,,,17/37,HAAT,,,,,20,BLACK-TOPPED,1.3,CRORE,1.5,CRORE,1,ACTIVE,,2024-10-07T11:41:56.000Z,2025-05-09T09:58:25.000Z,,,14,,,,
190,pending,3,3,718,LAND,,38,,4,Pokhara,chauthe,,,,20/40,HAAT,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2024-10-07T11:42:41.000Z,2024-10-07T11:42:41.000Z,,,,,,,
191,pending,3,3,724,LAND,,38,,4,Pokhara,Rambajar/Nayagau/Ghalegau/Kharbari,,,,18/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-07T12:02:19.000Z,2024-10-07T12:02:19.000Z,,,,,,,
192,pending,3,3,725,LAND,,38,,4,Pokhara,Fulbari /Ranipauwa/Birauta,,,,18/40,HAAT,,,,,18,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-10-07T13:17:34.000Z,2024-10-07T13:17:34.000Z,,,,,,,
193,pending,3,3,728,LAND,RESIDENTIAL,38,,4,Pokhara,chauthe,,,,17/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-08T12:48:19.000Z,2024-10-08T12:48:19.000Z,,,,,,,
194,pending,3,3,727,LAND,,38,,4,Pokhara,Fulbari/Chapapani/Ctevt,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-08T12:49:37.000Z,2024-10-08T12:49:37.000Z,,,,,,,
196,pending,3,3,726,LAND,,38,,4,Pokhara,Ranipauwa,,,,20/40,HAAT,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-10-08T12:51:10.000Z,2024-10-08T12:51:10.000Z,,,,,,,
197,pending,3,3,734,LAND,,38,,4,Pokhara,Laliguras Tole/Dhikalethar/Gandakihospital chowk,,,,20/40,HAAT,,,,,18,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-10-09T07:18:27.000Z,2024-10-09T07:18:27.000Z,,,,,,,
198,pending,3,3,734,HOUSE,,38,,4,Pokhara,Laliguras Tole/Dhikalethar/Gandakihospital chowk,,,1R,20/40,HAAT,YES,,,,,,120,CRORE,130,CRORE,1,ACTIVE,,2024-10-09T07:20:09.000Z,2024-10-09T07:20:09.000Z,,,,,,,
200,pending,3,3,737,LAND,,38,,4,Pokhara,Mohoriya tole/Bagar/Nadipur/Baglung buspark,,,,20/40,HAAT,,,,,18,,2.8,CRORE,3,CRORE,1,ACTIVE,,2024-10-09T08:35:58.000Z,2024-10-09T08:36:31.000Z,,,,,,,
201,pending,3,3,736,LAND,,38,,4,Pokhara,Fulbari /ranipauwa,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-09T08:37:11.000Z,2024-10-09T08:37:11.000Z,,,,,,,
202,pending,3,3,743,LAND,,38,,4,Pokhara,Ranipauwa/Fulbari/Birauta,,,,20/40,HAAT,,,,,,,1.3,CRORE,1.5,CRORE,1,ACTIVE,,2024-10-16T09:13:59.000Z,2024-10-16T09:13:59.000Z,,,,,,,
203,pending,3,3,744,LAND,,38,,4,Pokhara,Chauthe/Harichowk/Simpani,,,,17/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-16T09:14:56.000Z,2024-10-16T09:14:56.000Z,,,,,,,
204,pending,3,3,745,LAND,,38,,4,Pokhara,Ranipauwa/Fulbari,,,,20/50,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2024-10-16T10:37:29.000Z,2024-10-16T10:37:29.000Z,,,,,,,
205,pending,3,3,747,LAND,,38,,4,Pokhara,Chauthe/Pokhara valley,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2024-10-17T11:41:31.000Z,2024-10-17T11:41:31.000Z,IF Best Deals,,,,,,
207,pending,3,3,764,HOUSE,COMMERCIAL,38,,4,Pokhara,Newroad/Nayabajar,,,1R,20/40,HAAT,YES,,,,,,4,CRORE,5,CRORE,1,ACTIVE,,2024-10-22T13:17:51.000Z,2024-10-22T13:17:51.000Z,Godam haru rakhna milni,,,,,,
208,pending,3,3,765,HOUSE,,38,,4,Pokhara,fulbari/CTEVT/Ranipauwa/Bhadrakali,,,1R,20/40,HAAT,YES,,,,,,170,CRORE,180,CRORE,1,ACTIVE,,2024-10-22T13:27:52.000Z,2024-10-22T13:27:52.000Z,,,,,,,
209,pending,3,3,766,LAND,,38,,4,Pokhara,Sigdel Tole,,,,18/40,HAAT,,,,,,,30,LAKHS,40,LAKHS,1,ACTIVE,,2024-10-22T13:29:54.000Z,2024-10-24T09:11:45.000Z,,,,,,,
210,pending,3,3,767,HOUSE,,38,,4,Pokhara,Birauta,,,1R,20/40,HAAT,YES,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-10-22T13:39:20.000Z,2024-10-22T13:39:20.000Z,,,,,,,
211,pending,3,3,773,HOUSE,RESIDENTIAL,38,,4,Pokhara,Chauthe/Ranipauwa/Nadipur/Parsyang/Srijanachowk/Fulbari/Birauta,,,1R,20/40,HAAT,YES,,,,,,1.5,CRORE,1.7,CRORE,1,ACTIVE,,2024-10-24T10:43:06.000Z,2024-10-24T10:43:06.000Z,,,,,,,
212,pending,3,3,769,LAND,,38,,4,Pokhara,fulbari/CTEVT/Ranipauwa/Lamachaur,,,,20/45,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2024-10-24T12:02:14.000Z,2024-10-24T12:02:14.000Z,,,,,,,
213,pending,3,3,768,LAND,,38,,4,Pokhara,fulbari,,,,20/40,HAAT,,,,,,,120,CRORE,130,CRORE,1,ACTIVE,,2024-10-24T12:04:41.000Z,2024-10-24T12:04:41.000Z,,,,,,,
214,pending,3,3,42,LAND,RESIDENTIAL,38,,4,Pokhara,Fulbari /ranipauwa,,,,20/40,HAAT,,,,,,,130,CRORE,1.5,CRORE,1,ACTIVE,,2024-10-28T07:25:12.000Z,2024-10-28T07:25:12.000Z,,,,,,,
215,pending,3,3,42,HOUSE,RESIDENTIAL,38,,4,Pokhara,Fulbari /Parsyang/Malepatan,,,1R,20/40,HAAT,YES,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2024-10-28T07:27:27.000Z,2024-10-28T07:27:27.000Z,,,,,,,
216,pending,3,3,787,HOUSE,RESIDENTIAL,38,,4,Pokhara,Fulbari /Parsyang/Malepatan,,2072,1R,18/50,HAAT,YES,,,,,,3.5,CRORE,4,CRORE,1,ACTIVE,,2024-10-28T07:36:23.000Z,2024-10-28T07:36:23.000Z,,,,,,,
217,pending,3,3,792,LAND,,38,,4,Pokhara,Malepatan/Parsyang/Zero,,,,4,AANA,,,,,,,95,CRORE,1,CRORE,1,ACTIVE,,2024-10-29T12:01:26.000Z,2024-10-29T12:01:26.000Z,,,,,,,
218,pending,3,3,793,LAND,RESIDENTIAL,38,,4,Pokhara,Fulbari /ranipauwa/Bhadrakali,,,,4,AANA,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2024-10-30T08:30:27.000Z,2024-10-30T08:30:27.000Z,,,,,,,
219,pending,3,3,794,LAND,,38,,4,Pokhara,Amarsingh/Buddhachowk/Milantole,,,,25/70,HAAT,,,,,18,BLACK-TOPPED,2,CRORE,2.5,CRORE,1,ACTIVE,,2024-10-30T08:32:38.000Z,2024-10-30T08:32:38.000Z,,,,,,,
220,pending,3,3,801,LAND,RESIDENTIAL,38,,4,Pokhara,Parsyang,,,,20/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2024-11-05T09:01:10.000Z,2024-11-05T09:01:10.000Z,,Dharapani,,,,,
221,pending,3,3,799,LAND,,38,,4,pokhara,Lamachaur,,,,20/40,HAAT,,,,,,,80,LAKHS,85,LAKHS,1,ACTIVE,,2024-11-05T09:02:03.000Z,2024-11-05T09:02:03.000Z,,,,,,,
222,pending,3,3,798,LAND,RESIDENTIAL,38,,4,Pokhara,Budibajar/Arghauchowk/Chauthe,,,,20/40,HAAT,,,,,20,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-11-05T09:03:11.000Z,2024-11-05T09:03:11.000Z,Sishuwa chok samma/Main road najik,,,,,,
223,pending,3,3,798,LAND,RESIDENTIAL,38,,4,Pokhara,Budibajar/Arghauchowk/Chauthe,,,,20/40,HAAT,,,,,20,,70,LAKHS,80,LAKHS,1,ACTIVE,,2024-11-05T09:03:11.000Z,2024-11-05T09:03:11.000Z,Sishuwa chok samma/Main road najik,,,,,,
224,pending,3,3,796,LAND,RESIDENTIAL,38,,4,Pokhara,Chauthe/Malepatan/Talchowk,,,,20/40,HAAT,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2024-11-05T09:04:15.000Z,2024-11-05T09:04:15.000Z,,,,,,,
225,pending,3,3,797,HOUSE,RESIDENTIAL,38,,4,Pokhara,Parsyang/Malepatan/Ranipauwa/Nadipur/Damside/Bagar,,2075,WHOLE_HOUSE,20/40,HAAT,YES,,,,,,2.5,CRORE,3,CRORE,1,ACTIVE,,2024-11-05T09:50:28.000Z,2024-11-05T09:50:28.000Z,,,,,,,
